Place Name,State,District,City,img_source,Link,dominant_topic,probability
Kalam National Memorial,Tamil Nadu,Tiruchirappalli District,Rameswaram,https://media-cdn.tripadvisor.com/media/photo-s/11/17/0e/e4/a-memorial-and-final.jpg,https://www.tripadvisor.in/Attraction_Review-g303894-d12971208-Reviews-Kalam_National_Memorial-Rameswaram_Ramanathapuram_District_Tamil_Nadu.html,Museums/Indian Culture & History,0.75
Pamban bridge,Tamil Nadu,Tiruchirappalli District,Rameswaram,https://media-cdn.tripadvisor.com/media/photo-s/0a/91/cf/8c/its-pamban-bridge-and.jpg,https://www.tripadvisor.in/Attraction_Review-g303894-d9985046-Reviews-Pamban_bridge-Rameswaram_Ramanathapuram_District_Tamil_Nadu.html,Palace/Forts/Ancient Buildings,0.66
Dhanushkodi Beach Point,Tamil Nadu,Tirupati District,Rameswaram,https://media-cdn.tripadvisor.com/media/photo-s/03/01/69/5c/dhanushkodi-beach.jpg,https://www.tripadvisor.in/Attraction_Review-g303894-d3172488-Reviews-Dhanushkodi_Beach_Point-Rameswaram_Ramanathapuram_District_Tamil_Nadu.html,Mountains/Landscapes/Waterfalls,0.51
Annai Indira Gandhi Road Bridge,Tamil Nadu,Trivandrum District,Rameswaram,https://media-cdn.tripadvisor.com/media/photo-s/02/83/6e/39/bridge-from-train.jpg,https://www.tripadvisor.in/Attraction_Review-g303894-d2721859-Reviews-Annai_Indira_Gandhi_Road_Bridge-Rameswaram_Ramanathapuram_District_Tamil_Nadu.html,Palace/Forts/Ancient Buildings,0.62
Lakshman Jhula Bridge,Uttarakhand,Trivandrum District,Rishikesh,https://media-cdn.tripadvisor.com/media/photo-s/01/76/23/fb/lakshman-jhula-bridge.jpg,https://www.tripadvisor.in/Attraction_Review-g580106-d12434046-Reviews-Lakshman_Jhula_Bridge-Rishikesh_Dehradun_District_Uttarakhand.html,Riverbank/Pilgrimage,0.37
Deoria Tal Lake,Uttarakhand,Trivandrum District,Rudra Prayag,https://media-cdn.tripadvisor.com/media/photo-s/02/84/9e/ff/filename-deoria-tal-jpg.jpg,https://www.tripadvisor.in/Attraction_Review-g1162528-d3172234-Reviews-Deoria_Tal_Lake-Rudra_Prayag_Rudraprayag_District_Uttarakhand.html,Mountains/Landscapes/Waterfalls,0.95
32-km Loop Road,Tamil Nadu,Trivandrum District,Yercaud,https://media-cdn.tripadvisor.com/media/photo-s/0e/b1/0d/6f/the-road.jpg,https://www.tripadvisor.in/Attraction_Review-g1009352-d3431334-Reviews-32_km_Loop_Road-Yercaud_Salem_District_Tamil_Nadu.html,Mountains/Landscapes/Waterfalls,0.92
Chitkul,Himachal Pradesh,Udaipur District,Sangla,https://media-cdn.tripadvisor.com/media/photo-s/07/da/00/83/chitkul.jpg,https://www.tripadvisor.in/Attraction_Review-g1214902-d8015874-Reviews-Chitkul-Sangla_Kinnaur_District_Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.9
Tanshikar's Working Organic Spice Farm,Goa,Ujjain District,Sanguem,https://media-cdn.tripadvisor.com/media/photo-s/0d/79/75/d6/photo0jpg.jpg,https://www.tripadvisor.in/Attraction_Review-g2037406-d2493135-Reviews-Tanshikar_s_Working_Organic_Spice_Farm-Sanguem_South_Goa_District_Goa.html,Wildlife/Forests/National Parks,0.78
Kate's Point,Maharashtra,Ukhimath District,Panchgani,https://media-cdn.tripadvisor.com/media/photo-s/05/41/c5/8d/kate-s-point.jpg,https://www.tripadvisor.in/Attraction_Review-g297653-d4096944-Reviews-Kate_s_Point-Panchgani_Satara_District_Maharashtra.html,Mountains/Landscapes/Waterfalls,0.87
Pench Tiger Reserve,Madhya Pradesh,Umaria District,Seoni,https://media-cdn.tripadvisor.com/media/photo-s/01/c3/81/7e/ghost-tree-pench.jpg,https://www.tripadvisor.in/Attraction_Review-g10543368-d1574001-Reviews-Pench_Tiger_Reserve-Seoni_District_Madhya_Pradesh.html,Wildlife/Forests/National Parks,0.55
Mawphlang Sacred Forest,Meghalaya,Varanasi District,Shillong,https://media-cdn.tripadvisor.com/media/photo-s/02/2a/0c/ad/ancient-sacrificial-altars.jpg,https://www.tripadvisor.in/Attraction_Review-g503702-d2336585-Reviews-Mawphlang_Sacred_Forest-Shillong_East_Khasi_Hills_District_Meghalaya.html,Mountains/Landscapes/Waterfalls,0.44
Laitlum Canyons,Meghalaya,Varanasi District,Shillong,https://media-cdn.tripadvisor.com/media/photo-s/02/60/67/1b/ropeway-to-nowhere.jpg,https://www.tripadvisor.in/Attraction_Review-g503702-d2457490-Reviews-Laitlum_Canyons-Shillong_East_Khasi_Hills_District_Meghalaya.html,Mountains/Landscapes/Waterfalls,0.88
Hatu Peak,Himachal Pradesh,Varanasi District,Narkanda,https://media-cdn.tripadvisor.com/media/photo-s/04/0d/ca/65/hatu-peak.jpg,https://www.tripadvisor.in/Attraction_Review-g1156038-d4105766-Reviews-Hatu_Peak-Narkanda_Shimla_District_Himachal_Pradesh.html,Mountains/Landscapes/Waterfalls,0.95
Indian Institute of Advanced Study,Himachal Pradesh,Velankanni District,Shimla,https://media-cdn.tripadvisor.com/media/photo-s/0d/5d/86/52/indian-institute-of-advanced.jpg,https://www.tripadvisor.in/Attraction_Review-g304552-d3220666-Reviews-Indian_Institute_of_Advanced_Study-Shimla_Shimla_District_Himachal_Pradesh.html,Palace/Forts/Ancient Buildings,0.51
Gaiety Heritage Cultural Complex,Himachal Pradesh,Visakhapatnam District,Shimla,https://media-cdn.tripadvisor.com/media/photo-s/02/ff/ed/ae/gaiety-heritage-cultural.jpg,https://www.tripadvisor.in/Attraction_Review-g304552-d3202960-Reviews-Gaiety_Heritage_Cultural_Complex-Shimla_Shimla_District_Himachal_Pradesh.html,Museums/Indian Culture & History,0.6
Annandale Ground,Himachal Pradesh,,Shimla,https://media-cdn.tripadvisor.com/media/photo-s/02/81/90/47/filename-shimla-canon.jpg,https://www.tripadvisor.in/Attraction_Review-g304552-d2300015-Reviews-Annandale_Ground-Shimla_Shimla_District_Himachal_Pradesh.html,Museums/Indian Culture & History,0.47
Kodachadri,Karnataka,Shimoga District,Shimoga,https://media-cdn.tripadvisor.com/media/photo-s/03/00/cd/bd/kodachadri.jpg,https://www.tripadvisor.in/Attraction_Review-g1156205-d3246938-Reviews-Kodachadri-Shimoga_Shimoga_District_Karnataka.html,Mountains/Landscapes/Waterfalls,0.89
Kundadri,Karnataka,Shimoga District,Shimoga,https://media-cdn.tripadvisor.com/media/photo-s/0e/54/6e/39/on-top-of-the-hill.jpg,https://www.tripadvisor.in/Attraction_Review-g1156205-d3434394-Reviews-Kundadri-Shimoga_Shimoga_District_Karnataka.html,Mountains/Landscapes/Waterfalls,0.83
Baba's Chavadi,Maharashtra,,Shirdi,https://media-cdn.tripadvisor.com/media/photo-s/0b/df/49/a7/the-chavadi-where-baba.jpg,https://www.tripadvisor.in/Attraction_Review-g679021-d2721953-Reviews-Baba_s_Chavadi-Shirdi_Ahmednagar_District_Maharashtra.html,Temples/Church/Worship,0.9
Sai Teerth Theme Park Shirdi,Maharashtra,,Shirdi,https://media-cdn.tripadvisor.com/media/photo-s/19/26/70/23/sai-teerth-is-a-wonder.jpg,https://www.tripadvisor.in/Attraction_Review-g679021-d13986255-Reviews-Sai_Teerth_Theme_Park_Shirdi-Shirdi_Ahmednagar_District_Maharashtra.html,Temples/Church/Worship,0.32
Tomb of Akbar the Great,Uttar Pradesh,,Sikandra,https://media-cdn.tripadvisor.com/media/photo-s/0d/94/13/c3/main-tomb.jpg,https://www.tripadvisor.in/Attraction_Review-g297682-d447579-Reviews-Tomb_of_Akbar_the_Great-Uttar_Pradesh.html,Monuments/Historical Architectures/Spiritual Attractions,0.29
Sandakphu,West Bengal,Darjeeling District,Darjeeling,https://media-cdn.tripadvisor.com/media/photo-s/12/80/43/36/snow.jpg,https://www.tripadvisor.in/Attraction_Review-g1137809-d3598157-Reviews-Sandakphu-Singalila_National_Park_Darjeeling_District_West_Bengal.html,Mountains/Landscapes/Waterfalls,0.91
Arwah Cave,Meghalaya,,Sohra,https://media-cdn.tripadvisor.com/media/photo-s/0c/4f/df/16/arwah-cave.jpg,https://www.tripadvisor.in/Attraction_Review-g668046-d10500005-Reviews-Arwah_Cave-Sohra_East_Khasi_Hills_District_Meghalaya.html,Monuments/Historical Architectures/Spiritual Attractions,0.6
Mohan Shakti Heritage Park,Himachal Pradesh,Solan District,Solan Tehsil,https://media-cdn.tripadvisor.com/media/photo-s/06/ab/8a/5a/mohan-shakti-heritage.jpg,https://www.tripadvisor.in/Attraction_Review-g1087541-d7123140-Reviews-Mohan_Shakti_Heritage_Park-Solan_Solan_Tehsil_Solan_District_Himachal_Pradesh.html,Monuments/Historical Architectures/Spiritual Attractions,0.39
Akkalkot Swami Samarth Maharaj Temple,Maharashtra,Solapur District,Solapur,https://media-cdn.tripadvisor.com/media/photo-s/04/84/76/d3/akkalkot-swami-samarth.jpg,https://www.tripadvisor.in/Attraction_Review-g1010180-d2009061-Reviews-Akkalkot_Swami_Samarth_Maharaj_Temple-Solapur_Solapur_District_Maharashtra.html,Temples/Church/Worship,0.76
